transformer_id,substation_id,region,total_power_mw,avg_voltage_kv,avg_current_amp,avg_power_mw,avg_frequency_hz,avg_load_percent,avg_power_factor,avg_temperature_c,max_temperature_c,total_energy_generated_mwh,total_energy_consumed_mwh,avg_latency_ms,total_faults,max_risk_score,avg_risk_score,record_count,distinct_anomaly_types,worst_status,status,dominant_anomaly_type
TR-017019,SUB-017,North-East,444.71,40.03,47.5,1.68,49.99,52.03,0.9,45.97,63.44,1395.61,552.5,9.42,8,98,40.87,264,11,Critical,Low,Generation Drop
TR-018002,SUB-018,North-East,405.08,39.83,46.75,1.65,50.0,51.17,0.9,46.01,69.33,1422.3,69.2,9.3,12,100,40.83,246,11,Critical,Low,Generation Drop
TR-022006,SUB-022,South,450.65,40.14,46.67,1.64,50.03,51.61,0.9,45.94,63.19,854.61,415.9,9.81,10,100,40.75,274,11,Critical,Low,Generation Drop
TR-012016,SUB-012,East,421.68,40.21,46.13,1.63,50.0,50.62,0.9,46.08,72.24,-365.27,1030.74,9.66,10,100,40.73,258,11,Critical,Low,Generation Drop
TR-009007,SUB-009,South,404.12,40.11,46.66,1.64,49.98,51.15,0.9,46.0,69.54,1718.37,-468.9,8.65,11,100,40.71,246,11,Critical,Low,Generation Drop
TR-019017,SUB-019,West,424.34,40.12,46.63,1.66,50.0,51.21,0.9,46.1,67.86,1204.96,309.08,9.61,6,100,40.62,256,11,Critical,Low,Generation Drop
TR-025019,SUB-025,West,446.04,39.94,45.78,1.61,50.0,50.39,0.9,46.34,69.68,29.29,743.21,10.27,11,100,40.51,277,11,Critical,Low,Generation Drop
TR-010002,SUB-010,South,441.97,39.9,46.62,1.64,50.0,51.45,0.9,45.72,63.91,1363.4,566.81,8.67,6,100,40.41,269,11,Critical,Low,Generation Drop
TR-026001,SUB-026,South,435.76,39.92,46.54,1.64,50.01,50.98,0.9,46.11,63.19,-522.08,726.1,9.12,11,100,40.4,265,11,Critical,Low,Generation Drop
TR-013018,SUB-013,East,423.14,40.08,46.18,1.63,49.99,50.91,0.9,45.93,66.62,-52.53,171.47,9.57,8,100,40.35,260,11,Critical,Low,Generation Drop
TR-025011,SUB-025,West,417.14,40.13,46.65,1.66,50.01,50.86,0.9,45.92,64.35,698.21,554.01,9.33,7,100,40.27,252,11,Critical,Low,Generation Drop
TR-005013,SUB-005,West,433.66,39.89,46.91,1.64,50.02,51.23,0.9,45.85,64.68,-1026.77,1468.42,9.39,11,100,40.27,264,11,Critical,Low,Generation Drop
TR-004002,SUB-004,North,454.64,40.06,46.25,1.64,50.0,50.99,0.9,45.81,69.37,539.94,576.53,9.34,10,100,40.26,278,11,Critical,Low,Generation Drop
TR-027020,SUB-027,North-East,417.01,40.06,46.58,1.64,50.0,50.54,0.9,45.87,64.07,350.1,378.24,9.59,7,100,39.92,254,11,Critical,Low,Generation Drop
TR-027012,SUB-027,North-East,395.08,40.07,45.15,1.59,50.0,50.28,0.9,45.74,63.0,600.69,324.62,9.2,9,100,39.89,248,11,Critical,Low,Generation Drop
TR-010015,SUB-010,South,440.92,40.13,46.59,1.65,49.99,50.87,0.9,45.62,63.0,249.89,589.18,9.01,12,100,39.75,267,11,Critical,Low,Generation Drop
TR-024001,SUB-024,North,448.11,40.16,45.83,1.63,50.0,50.44,0.9,45.82,67.09,-556.85,1022.88,9.37,7,99,39.67,275,11,Critical,Low,Generation Drop
TR-004016,SUB-004,North,410.23,39.93,46.23,1.63,50.0,50.48,0.9,45.69,67.45,878.17,310.43,9.82,10,100,39.65,252,11,Critical,Low,Generation Drop
TR-009004,SUB-009,South,435.05,40.13,44.71,1.56,50.0,49.55,0.9,46.02,66.13,-3.92,652.44,10.21,10,100,39.52,278,11,Critical,Low,Generation Drop
TR-011018,SUB-011,East,434.34,39.87,46.35,1.63,50.0,50.89,0.9,46.19,75.26,309.04,486.13,10.21,8,99,39.49,267,11,Critical,Low,Generation Drop
TR-018012,SUB-018,North-East,410.2,40.04,45.57,1.61,50.0,50.14,0.9,45.63,67.7,1682.72,141.86,8.91,9,100,39.38,255,11,Critical,Low,Generation Drop
TR-025014,SUB-025,West,451.63,40.04,47.12,1.67,50.01,51.79,0.9,45.87,71.29,-1985.85,387.31,8.96,10,99,39.19,270,11,Critical,Low,Generation Drop
TR-022007,SUB-022,South,379.81,39.93,44.87,1.58,49.99,50.05,0.9,45.58,70.44,222.31,-104.88,10.47,7,100,38.83,241,11,Critical,Low,Generation Drop
TR-009009,SUB-009,South,425.72,40.1,45.41,1.61,50.01,49.63,0.9,45.82,67.76,-477.84,606.53,9.68,10,100,38.72,264,10,Critical,Low,Generation Drop
TR-001014,SUB-001,North,408.09,39.94,46.59,1.65,49.98,51.17,0.9,45.63,68.38,-465.07,284.24,8.75,9,99,38.72,247,11,Critical,Low,Generation Drop
TR-026007,SUB-026,South,440.09,40.0,44.99,1.6,49.99,49.11,0.91,45.68,65.13,-460.74,369.16,9.48,8,96,38.51,275,11,Critical,Low,Generation Drop
TR-006016,SUB-006,West,422.49,39.96,44.71,1.59,50.01,49.19,0.91,45.4,66.32,1284.4,521.78,9.28,6,98,38.2,265,11,Critical,Low,Generation Drop
TR-015003,SUB-015,Central,406.15,40.07,45.99,1.63,50.0,50.28,0.9,45.53,68.14,-547.85,954.95,10.17,9,99,38.16,249,11,Critical,Low,Generation Drop
TR-002005,SUB-002,North,354.47,39.98,45.48,1.61,49.99,49.91,0.9,45.59,63.0,1347.5,426.18,9.61,8,96,38.13,220,11,Critical,Low,Generation Drop
TR-001012,SUB-001,North,397.34,40.03,46.01,1.62,50.01,50.63,0.9,45.66,69.36,1614.5,627.37,8.38,7,99,38.04,245,11,Critical,Low,Generation Drop
TR-020001,SUB-020,East,411.46,40.19,44.63,1.59,50.01,49.42,0.9,45.13,65.54,-18.24,311.07,8.9,5,98,37.93,258,11,Critical,Low,Generation Drop
TR-005011,SUB-005,West,433.46,39.92,43.82,1.55,50.0,48.92,0.9,45.28,63.0,755.42,537.9,8.95,10,99,37.86,279,11,Critical,Low,Generation Drop
TR-016018,SUB-016,Central,416.9,40.0,44.83,1.59,50.01,49.44,0.9,45.53,65.41,523.16,289.82,9.32,10,99,37.75,262,11,Critical,Low,Generation Drop
TR-023008,SUB-023,East,453.58,40.03,46.09,1.64,50.01,50.61,0.9,45.25,67.86,571.62,-265.22,8.69,5,96,37.58,277,11,Critical,Low,Generation Drop
TR-003017,SUB-003,North,370.49,40.11,44.79,1.59,50.01,49.12,0.9,45.47,72.06,-216.59,501.99,8.58,8,100,37.54,233,11,Critical,Low,Generation Drop
TR-009019,SUB-009,South,414.68,39.8,44.92,1.59,50.0,49.57,0.91,45.47,63.0,680.91,-42.02,9.17,6,99,37.47,261,11,Critical,Low,Generation Drop
TR-009013,SUB-009,South,402.26,40.02,44.79,1.6,49.99,49.56,0.91,45.48,68.07,-489.99,167.25,8.85,6,98,37.16,251,11,Critical,Low,Generation Drop
TR-026011,SUB-026,South,386.89,40.0,44.44,1.59,50.0,48.93,0.91,45.01,63.0,12.12,549.0,8.82,3,87,36.98,244,11,Critical,Low,Generation Drop
TR-001010,SUB-001,North,380.51,39.85,44.93,1.59,50.01,48.98,0.9,45.27,71.65,-109.27,-7.66,8.72,6,99,36.97,240,11,Critical,Low,Generation Drop
TR-013006,SUB-013,East,393.39,40.15,43.58,1.57,50.02,48.43,0.91,44.92,67.09,-362.43,878.31,8.94,5,100,36.78,251,11,Critical,Low,Generation Drop
TR-009002,SUB-009,South,407.8,40.11,44.3,1.57,50.0,49.49,0.9,45.16,70.14,378.13,446.7,9.06,6,99,36.76,259,11,Critical,Low,Generation Drop
TR-015015,SUB-015,Central,406.25,40.06,44.46,1.59,50.0,48.98,0.91,45.05,63.0,227.93,283.63,8.63,3,88,36.68,256,11,Critical,Low,Generation Drop
TR-007012,SUB-007,West,398.31,40.26,45.42,1.63,50.0,49.23,0.91,45.06,66.51,1525.01,262.8,8.22,8,99,36.66,244,11,Critical,Low,Generation Drop
TR-009008,SUB-009,South,404.15,40.01,44.08,1.58,50.0,49.03,0.91,45.01,63.66,-530.04,52.57,8.64,6,98,36.5,256,11,Critical,Low,Generation Drop
TR-028003,SUB-028,Central,393.55,39.8,44.56,1.57,49.98,48.84,0.9,45.07,70.82,-559.14,343.55,8.56,7,97,36.2,251,11,Critical,Low,Generation Drop
TR-008007,SUB-008,South,372.31,39.9,44.03,1.56,50.01,48.73,0.91,44.89,63.0,367.95,497.7,7.95,8,97,36.16,239,11,Critical,Low,Generation Drop
TR-021005,SUB-021,West,369.51,40.04,44.4,1.58,50.01,48.55,0.91,44.93,63.0,749.07,546.9,8.84,4,91,36.16,234,11,Critical,Low,Generation Drop
TR-007013,SUB-007,West,375.47,40.19,43.21,1.55,50.0,48.18,0.91,45.08,69.16,466.9,503.46,9.63,8,99,36.03,242,11,Critical,Low,Generation Drop
TR-006009,SUB-006,West,350.98,40.03,44.17,1.57,49.99,48.47,0.9,45.08,63.0,1898.1,151.04,8.12,6,98,35.96,224,11,Critical,Low,Generation Drop
TR-014008,SUB-014,Central,382.12,39.96,44.09,1.57,50.01,48.23,0.91,45.28,68.98,537.01,246.44,8.44,6,99,35.86,244,11,Critical,Low,Generation Drop
TR-004018,SUB-004,North,382.85,40.12,43.62,1.56,49.99,48.08,0.91,45.08,73.9,100.39,309.69,9.48,12,99,35.8,246,11,Critical,Low,Generation Drop
TR-002016,SUB-002,North,376.52,40.13,44.14,1.58,49.99,48.43,0.91,45.11,65.18,2253.5,498.45,8.74,8,99,35.74,238,11,Critical,Low,Generation Drop
TR-029005,SUB-029,North,386.82,39.89,43.38,1.54,50.0,47.6,0.91,45.14,63.0,1358.76,908.14,7.81,7,98,35.56,251,11,Critical,Low,Generation Drop
TR-017020,SUB-017,North-East,412.54,40.13,43.03,1.55,50.0,47.99,0.91,45.01,65.66,1560.38,77.08,8.85,9,99,35.54,267,11,Critical,Low,Generation Drop
TR-006010,SUB-006,West,421.68,39.81,43.14,1.53,50.0,47.62,0.91,45.05,70.28,1210.07,171.28,8.51,6,99,35.4,275,11,Critical,Low,Generation Drop
TR-004013,SUB-004,North,435.41,40.0,43.48,1.55,50.0,48.22,0.91,44.98,70.93,138.85,728.75,8.71,6,99,35.38,281,11,Critical,Low,Generation Drop
TR-026006,SUB-026,South,428.48,40.07,43.85,1.58,50.0,48.49,0.91,44.81,64.51,-1196.41,800.21,8.28,4,99,35.32,272,11,Critical,Low,Generation Drop
TR-022001,SUB-022,South,395.19,39.94,44.19,1.57,50.0,48.29,0.91,44.7,69.36,1101.11,562.54,8.46,7,99,35.24,251,11,Critical,Low,Generation Drop
TR-019012,SUB-019,West,379.76,40.2,44.01,1.58,50.0,48.0,0.91,45.07,63.0,369.28,649.72,9.83,3,99,35.24,241,11,Critical,Low,Generation Drop
TR-002002,SUB-002,North,402.68,40.04,43.56,1.54,50.01,48.09,0.9,44.98,63.0,695.5,355.94,8.56,4,99,35.17,261,11,Critical,Low,Generation Drop
TR-027001,SUB-027,North-East,386.34,39.87,43.57,1.55,50.01,47.98,0.91,44.67,66.52,-120.95,347.68,8.17,9,97,35.01,249,11,Critical,Low,Generation Drop
TR-026017,SUB-026,South,403.75,40.17,43.04,1.55,50.0,47.6,0.91,44.88,63.0,-280.52,120.04,8.43,6,89,34.99,261,11,Critical,Low,Generation Drop
TR-003007,SUB-003,North,405.19,40.01,43.13,1.53,50.01,47.29,0.91,44.94,64.03,274.73,22.95,8.52,10,99,34.92,264,11,Critical,Low,Generation Drop
TR-002017,SUB-002,North,403.57,39.98,43.61,1.56,49.99,48.09,0.91,44.84,68.72,-1007.14,298.72,8.44,7,99,34.92,259,11,Critical,Low,Generation Drop
TR-021014,SUB-021,West,412.62,39.94,43.25,1.55,50.01,47.91,0.91,44.65,64.25,-589.04,51.95,8.49,10,99,34.89,267,11,Critical,Low,Generation Drop
TR-001011,SUB-001,North,384.21,39.95,43.13,1.54,49.99,47.87,0.91,44.79,63.6,1403.0,218.58,8.74,4,95,34.69,249,11,Critical,Low,Generation Drop
TR-002015,SUB-002,North,389.48,40.25,43.26,1.55,50.0,47.35,0.91,44.72,68.99,1644.29,168.3,9.57,9,99,34.6,251,11,Critical,Low,Generation Drop
TR-008003,SUB-008,South,401.0,39.87,42.21,1.51,50.01,46.86,0.91,44.72,63.0,-1418.51,90.91,9.12,11,98,34.42,266,11,Critical,Low,Generation Drop
TR-007007,SUB-007,West,380.7,40.1,43.09,1.55,49.99,47.46,0.91,44.68,66.61,813.66,962.65,8.14,2,92,34.19,245,11,Critical,Low,Generation Drop
TR-017004,SUB-017,North-East,383.33,39.99,42.77,1.53,50.0,47.2,0.91,44.33,63.0,457.93,-146.88,8.35,5,90,34.17,250,11,Critical,Low,Generation Drop
TR-028001,SUB-028,Central,366.81,40.13,42.2,1.5,49.99,46.89,0.91,44.67,66.99,-147.29,163.39,7.92,7,99,34.12,244,11,Critical,Low,Generation Drop
TR-008020,SUB-008,South,389.66,40.01,42.71,1.53,50.01,47.14,0.91,44.52,64.7,-221.37,445.05,7.96,7,98,34.08,255,11,Critical,Low,Generation Drop
TR-008006,SUB-008,South,365.45,40.14,42.36,1.52,49.99,46.57,0.91,44.63,67.2,536.41,546.2,8.34,10,99,33.82,241,10,Critical,Low,Generation Drop
TR-001006,SUB-001,North,394.17,40.1,42.99,1.55,50.01,47.18,0.91,44.66,68.59,-179.46,663.66,9.11,2,90,33.64,255,11,Critical,Low,Generation Drop
TR-006007,SUB-006,West,390.05,40.02,43.04,1.54,50.0,46.91,0.91,44.49,68.63,1529.59,501.12,7.81,8,99,33.46,253,11,Critical,Low,Generation Drop
TR-011011,SUB-011,East,337.68,39.97,42.3,1.52,50.0,46.59,0.91,44.4,64.67,218.42,332.46,7.0,4,98,33.45,222,11,Critical,Low,Generation Drop
TR-003020,SUB-003,North,427.06,40.05,42.61,1.53,50.01,46.61,0.91,44.27,63.0,712.26,548.94,8.09,7,99,33.16,279,11,Critical,Low,Generation Drop
TR-014017,SUB-014,Central,386.1,39.97,42.39,1.52,50.0,46.23,0.91,44.44,63.0,1846.31,461.69,8.5,3,96,33.09,254,11,Critical,Low,Generation Drop
TR-016012,SUB-016,Central,385.46,39.68,42.3,1.51,50.0,46.61,0.91,44.29,62.07,126.96,-323.7,8.12,3,95,33.09,256,11,Critical,Low,Generation Drop
TR-007002,SUB-007,West,421.88,40.04,41.75,1.5,50.0,46.0,0.91,44.27,65.0,1202.61,723.81,8.09,4,99,33.02,281,11,Critical,Low,Generation Drop
TR-012008,SUB-012,East,372.41,40.01,42.23,1.5,49.99,46.32,0.91,44.34,68.07,167.31,843.53,8.23,6,99,32.9,248,11,Critical,Low,Generation Drop
TR-012001,SUB-012,East,406.77,39.94,42.17,1.51,49.99,46.65,0.91,44.25,77.48,-187.21,405.84,8.03,4,99,32.85,270,10,Critical,Low,Generation Drop
TR-029011,SUB-029,North,399.51,39.98,42.25,1.51,50.01,46.05,0.91,44.37,66.33,690.47,909.33,8.68,5,99,32.83,265,11,Critical,Low,Generation Drop
TR-008018,SUB-008,South,330.68,39.89,42.13,1.51,49.99,46.09,0.91,44.25,64.47,405.82,412.99,8.26,3,99,32.82,219,11,Critical,Low,Generation Drop
TR-020013,SUB-020,East,389.2,39.78,41.26,1.47,50.01,45.87,0.91,44.11,67.03,-380.24,76.43,8.07,5,98,32.63,264,11,Critical,Low,Generation Drop
TR-022002,SUB-022,South,378.27,39.85,42.04,1.5,49.99,45.66,0.91,44.21,63.0,652.7,-30.94,8.45,5,95,32.63,252,11,Critical,Low,Generation Drop
TR-018007,SUB-018,North-East,345.66,40.14,41.68,1.5,50.0,45.67,0.91,44.53,67.56,197.65,619.51,8.27,3,92,32.62,230,11,Critical,Low,Generation Drop
TR-027019,SUB-027,North-East,377.52,39.94,40.98,1.48,49.98,45.9,0.92,44.07,63.0,-221.14,798.68,7.64,4,85,32.55,255,11,Critical,Low,Generation Drop
TR-023019,SUB-023,East,368.25,40.09,40.73,1.47,50.0,45.69,0.91,44.2,66.61,270.02,204.84,7.52,2,98,32.44,250,11,Critical,Low,Generation Drop
TR-022019,SUB-022,South,356.31,40.11,41.06,1.48,49.99,45.03,0.91,44.16,63.0,1123.95,1392.73,7.69,4,93,32.38,240,11,Critical,Low,Generation Drop
TR-021002,SUB-021,West,387.92,39.85,41.59,1.49,49.99,45.64,0.92,44.01,63.0,991.03,654.95,8.03,3,91,32.26,260,10,Critical,Low,Generation Drop
TR-025001,SUB-025,West,408.93,40.05,41.19,1.48,50.01,45.36,0.91,44.06,64.53,-473.42,837.76,8.32,4,96,32.02,276,11,Critical,Low,Generation Drop
TR-014001,SUB-014,Central,382.01,40.03,41.36,1.48,50.0,45.19,0.91,44.11,68.99,1079.79,787.24,7.66,7,99,31.88,258,11,Critical,Low,Generation Drop
TR-021006,SUB-021,West,395.39,40.16,41.06,1.48,50.0,45.74,0.91,43.87,63.0,584.95,221.23,7.48,3,99,31.8,268,11,Critical,Low,Generation Drop
TR-010016,SUB-010,South,381.51,40.19,41.91,1.52,50.02,45.53,0.92,44.04,67.91,929.91,165.0,8.2,6,99,31.75,251,11,Critical,Low,Generation Drop
TR-013020,SUB-013,East,352.96,39.99,41.16,1.47,50.0,45.76,0.91,44.35,67.54,480.82,170.62,7.9,5,98,31.6,240,11,Critical,Low,Generation Drop
TR-014011,SUB-014,Central,411.22,39.9,40.89,1.47,49.99,44.93,0.92,43.92,63.0,994.91,-166.26,8.04,7,93,31.52,280,11,Critical,Low,Generation Drop
TR-002010,SUB-002,North,394.89,39.79,41.23,1.48,49.99,44.74,0.92,43.75,65.57,740.66,708.09,8.04,9,99,31.43,267,11,Critical,Low,Generation Drop
TR-001001,SUB-001,North,371.13,39.93,40.55,1.47,50.0,44.66,0.92,43.83,63.0,2009.1,506.38,7.28,8,95,31.4,252,11,Critical,Low,Generation Drop
TR-012014,SUB-012,East,349.79,40.0,40.03,1.44,50.01,45.11,0.92,43.77,68.3,-377.12,19.74,7.83,3,97,31.37,243,11,Critical,Low,Generation Drop
TR-019019,SUB-019,West,366.73,40.1,40.67,1.48,50.0,45.02,0.92,43.74,65.45,-1103.1,253.91,7.75,8,99,31.16,248,11,Critical,Low,Generation Drop
TR-026019,SUB-026,South,399.95,40.14,41.09,1.49,50.01,45.95,0.92,43.96,67.04,936.64,568.74,8.07,5,97,31.15,268,11,Critical,Low,Generation Drop
TR-029003,SUB-029,North,358.24,40.11,40.78,1.48,50.0,45.16,0.92,43.54,63.0,572.54,425.41,7.11,7,97,31.08,242,11,Critical,Low,Generation Drop
TR-016015,SUB-016,Central,376.46,40.0,40.26,1.45,49.99,44.23,0.92,43.84,63.0,53.87,-490.87,7.91,9,99,31.0,260,11,Critical,Low,Generation Drop
TR-010004,SUB-010,South,384.55,39.91,40.15,1.43,50.0,44.93,0.91,43.82,65.72,475.64,158.43,7.81,3,99,30.99,268,11,Critical,Low,Generation Drop
TR-022009,SUB-022,South,370.65,39.91,40.92,1.47,50.01,45.76,0.92,43.87,63.13,1070.0,-102.94,7.44,8,96,30.92,252,11,Critical,Low,Generation Drop
TR-028014,SUB-028,Central,359.67,40.03,40.33,1.46,50.01,44.65,0.92,43.75,63.0,37.87,56.69,6.83,4,98,30.89,246,11,Critical,Low,Generation Drop
TR-024020,SUB-024,North,391.88,39.98,41.73,1.51,50.0,45.77,0.92,44.01,60.45,-450.98,-412.8,7.85,2,88,30.87,260,11,Critical,Low,Generation Drop
TR-010019,SUB-010,South,389.58,40.01,40.79,1.47,50.0,44.55,0.92,43.67,63.83,1420.71,461.24,8.57,6,99,30.82,265,11,Critical,Low,Generation Drop
TR-027004,SUB-027,North-East,368.74,39.97,40.12,1.43,50.0,43.99,0.91,43.94,66.14,1607.66,257.12,8.5,7,99,30.81,257,11,Critical,Low,Generation Drop
TR-024018,SUB-024,North,338.94,39.93,40.27,1.45,50.0,44.52,0.92,43.64,68.18,459.26,225.53,8.15,5,99,30.57,234,11,Critical,Low,Generation Drop
TR-012011,SUB-012,East,371.69,39.98,41.83,1.51,50.01,45.75,0.92,43.87,67.46,1202.8,-204.04,8.35,3,94,30.54,246,11,Critical,Low,Generation Drop
TR-014007,SUB-014,Central,374.64,39.94,41.29,1.49,50.0,45.64,0.92,43.68,63.0,-790.42,224.64,7.73,2,87,30.49,251,11,Critical,Low,Generation Drop
TR-026003,SUB-026,South,407.81,40.06,41.25,1.5,50.01,45.39,0.92,43.73,63.0,1620.71,531.81,8.2,6,98,30.43,272,11,Critical,Low,Generation Drop
TR-022020,SUB-022,South,393.49,40.09,41.65,1.52,50.01,45.93,0.92,43.78,63.0,-18.12,768.62,8.35,3,86,30.19,259,11,Critical,Low,Generation Drop
TR-027011,SUB-027,North-East,384.2,40.12,40.12,1.45,49.99,44.02,0.92,43.53,63.0,635.62,284.09,8.19,4,97,30.12,265,11,Critical,Low,Generation Drop
TR-012002,SUB-012,East,350.66,40.18,40.97,1.49,50.01,45.03,0.92,43.84,64.09,64.65,244.9,7.87,4,96,30.04,236,11,Critical,Low,Generation Drop
TR-010001,SUB-010,South,392.38,40.01,40.44,1.46,50.0,44.27,0.92,43.46,65.67,157.58,584.59,7.82,5,99,29.74,268,11,Critical,Normal,Generation Drop
TR-013008,SUB-013,East,436.26,40.23,40.23,1.46,49.99,44.52,0.92,43.93,68.79,-1571.62,293.39,7.82,5,98,29.7,299,11,Critical,Normal,Generation Drop
TR-002020,SUB-002,North,371.48,40.07,39.73,1.44,50.0,43.2,0.92,43.4,64.81,676.59,309.94,7.51,3,99,29.57,258,11,Critical,Normal,Generation Drop
TR-016007,SUB-016,Central,357.32,39.98,40.22,1.45,50.01,44.22,0.92,43.65,63.0,-298.71,835.79,8.2,4,87,29.48,246,10,Critical,Normal,Generation Drop
TR-020003,SUB-020,East,389.7,39.84,40.37,1.46,50.0,44.26,0.92,43.69,68.3,-345.53,845.97,7.72,4,97,29.44,267,11,Critical,Normal,Generation Drop
TR-019018,SUB-019,West,371.61,40.13,39.54,1.43,49.99,43.28,0.92,43.35,68.61,-4.31,657.85,7.81,4,99,29.34,260,11,Critical,Normal,Generation Drop
TR-006012,SUB-006,West,301.84,40.12,38.83,1.4,50.0,43.51,0.92,43.56,70.75,409.33,380.86,7.0,4,99,29.28,216,11,Critical,Normal,Generation Drop
TR-021009,SUB-021,West,361.45,40.03,40.81,1.48,50.01,44.66,0.92,43.47,63.0,786.92,656.65,7.81,5,94,29.01,244,11,Critical,Normal,Generation Drop
TR-012004,SUB-012,East,356.14,39.95,40.28,1.45,49.98,43.99,0.92,43.46,65.19,612.33,227.01,7.75,3,98,28.86,245,10,Critical,Normal,Generation Drop
TR-003015,SUB-003,North,371.78,39.99,40.15,1.46,50.0,44.44,0.92,43.2,63.0,1077.86,347.15,6.94,4,98,28.78,255,11,Critical,Normal,Generation Drop
TR-002007,SUB-002,North,380.25,39.87,40.07,1.45,50.0,43.88,0.92,43.35,59.88,-2.17,73.79,7.1,7,89,28.52,262,10,Critical,Normal,Generation Drop
TR-004003,SUB-004,North,339.25,39.83,40.69,1.47,49.99,43.99,0.92,43.32,68.65,654.15,354.46,7.6,4,96,28.51,231,11,Critical,Normal,Generation Drop
TR-021012,SUB-021,West,373.1,40.05,39.48,1.43,50.0,43.12,0.92,43.61,63.0,846.44,948.88,7.61,9,95,28.44,261,11,Critical,Normal,Generation Drop
TR-010012,SUB-010,South,365.74,39.87,39.62,1.43,50.0,43.49,0.92,43.39,63.0,1353.16,222.31,7.08,2,96,28.38,256,11,Critical,Normal,Generation Drop
TR-019015,SUB-019,West,364.69,40.04,38.99,1.42,50.0,43.4,0.92,43.42,63.0,55.85,922.57,7.1,5,98,28.31,257,11,Critical,Normal,Generation Drop
TR-027007,SUB-027,North-East,344.59,40.03,39.87,1.45,50.0,43.45,0.92,43.23,57.4,-128.46,524.42,7.92,2,88,28.29,237,10,Critical,Normal,Generation Drop
TR-019002,SUB-019,West,381.11,39.89,39.11,1.41,50.0,43.42,0.92,43.24,64.13,1029.92,98.39,6.81,4,98,28.23,271,11,Critical,Normal,Generation Drop
TR-027015,SUB-027,North-East,338.01,39.96,39.02,1.41,49.99,43.13,0.92,43.42,63.0,-334.36,-102.92,6.89,2,93,28.21,239,11,Critical,Normal,Generation Drop
TR-020017,SUB-020,East,362.19,39.98,39.59,1.44,50.0,43.16,0.92,43.47,65.51,135.71,126.92,7.38,6,98,28.17,252,11,Critical,Normal,Generation Drop
TR-029019,SUB-029,North,389.82,40.03,39.66,1.44,50.0,43.72,0.92,43.4,63.0,-277.61,260.02,7.06,4,88,28.17,271,11,Critical,Normal,Generation Drop
TR-006013,SUB-006,West,385.79,40.09,39.95,1.46,50.0,43.29,0.92,43.31,63.28,322.79,831.13,8.09,4,98,28.16,264,11,Critical,Normal,Generation Drop
TR-012007,SUB-012,East,359.69,40.1,39.57,1.44,50.0,43.56,0.92,43.3,63.0,133.8,155.56,7.33,2,96,28.03,250,11,Critical,Normal,Generation Drop
TR-025003,SUB-025,West,342.06,40.03,39.33,1.44,50.0,43.15,0.92,43.19,62.1,-29.77,468.53,6.63,2,90,28.0,238,11,Critical,Normal,Generation Drop
TR-016004,SUB-016,Central,356.01,40.08,39.2,1.43,49.99,43.25,0.92,43.18,64.85,513.84,382.72,7.12,2,87,27.96,249,10,Critical,Normal,Generation Drop
TR-008011,SUB-008,South,368.0,39.96,39.17,1.43,49.99,42.83,0.92,43.23,69.07,-382.32,471.26,6.69,3,97,27.85,258,11,Critical,Normal,Generation Drop
TR-017009,SUB-017,North-East,355.41,40.22,38.8,1.41,50.0,42.82,0.92,43.16,61.87,237.4,502.27,7.92,6,91,27.75,252,11,Critical,Normal,Generation Drop
TR-014006,SUB-014,Central,330.53,40.02,39.59,1.45,50.0,43.66,0.93,43.0,63.0,1481.96,589.25,7.58,3,98,27.69,228,11,Critical,Normal,Generation Drop
TR-016006,SUB-016,Central,363.74,39.79,38.94,1.4,49.99,42.96,0.92,43.19,66.28,-773.56,246.62,7.21,2,85,27.58,259,11,Critical,Normal,Generation Drop
TR-004004,SUB-004,North,337.36,39.87,38.41,1.38,49.98,42.41,0.92,43.26,63.0,428.93,-7.67,7.96,6,88,27.55,245,11,Critical,Normal,Generation Drop
TR-017008,SUB-017,North-East,357.67,40.1,39.5,1.44,50.01,43.04,0.92,43.12,63.0,1234.9,-94.87,7.39,5,96,27.53,248,11,Critical,Normal,Generation Drop
TR-015009,SUB-015,Central,405.02,40.02,38.72,1.41,50.0,42.79,0.92,43.17,69.32,1392.09,383.38,7.23,4,98,27.52,287,10,Critical,Normal,Generation Drop
TR-022015,SUB-022,South,358.28,40.1,39.02,1.43,49.99,43.12,0.92,43.04,64.54,1406.74,378.95,7.65,2,92,27.51,251,11,Critical,Normal,Generation Drop
TR-015007,SUB-015,Central,372.52,40.11,39.63,1.45,50.01,42.87,0.92,43.23,63.0,-698.71,585.61,6.94,4,98,27.46,257,10,Critical,Normal,Generation Drop
TR-013002,SUB-013,East,367.37,40.0,38.73,1.41,49.99,43.17,0.92,43.12,62.34,1525.52,-397.54,7.22,5,85,27.46,260,10,Critical,Normal,Generation Drop
TR-024009,SUB-024,North,385.24,40.07,39.18,1.43,50.01,42.72,0.92,43.15,63.0,424.37,203.67,7.7,5,97,27.43,269,11,Critical,Normal,Generation Drop
TR-013012,SUB-013,East,392.39,39.9,38.97,1.42,50.0,42.89,0.92,42.97,63.0,760.23,579.28,7.32,5,98,27.37,276,11,Critical,Normal,Generation Drop
TR-015004,SUB-015,Central,351.2,40.03,39.96,1.46,50.0,43.66,0.92,42.97,61.12,1177.13,141.71,6.7,1,87,27.17,240,10,Critical,Normal,Generation Drop
