event_id,timestamp,region,substation_id,transformer_id,latitude,longitude,voltage_kv,current_amp,power_mw,frequency_hz,load_percent,power_factor,temperature_c,energy_generated_mwh,energy_consumed_mwh,outage_duration_min,communication_latency_ms,fault_indicator,anomaly_score,risk_score,status,anomaly_type,ingestion_time,ingestion_batch,voltage_deviation_kv,frequency_deviation_hz,power_quality_score,voltage_stability_score,calculated_power_mw,transmission_efficiency,load_percent_zscore,temperature_c_zscore,power_mw_zscore,transformation_time,silver_version,anomaly_flag,hour_of_day,date
EVT-0135272,2025-06-17 01:58:42.583529,East,SUB-012,TR-012006,23.2599,77.4126,40.56,28.4,1.1,49.99,32.92,0.9585,38.13,52.72,-45.36,0.0,7.08,0,0.0239,14,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.56,-0.01,89.6,97.2,1.1,-116.2,-0.928,-1.183,-0.901,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0126511,2025-06-17 01:57:40.318795,North,SUB-002,TR-002010,26.9124,75.7873,36.59,62.92,2.07,50.17,58.0,0.9,50.0,-48.0,-24.65,0.0,27.31,0,0.1701,56,Warning,Unexpected Consumption,2026-09-05T19:42:40.361482,batch_001,-3.41,0.17,75.0,83.0,2.07,194.7,0.193,0.362,0.584,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0014876,2025-06-17 01:56:44.245877,South,SUB-026,TR-026016,17.3618,78.531,43.36,61.0,2.18,49.75,70.0,0.8227,56.0,5.77,-13.52,0.0,11.56,0,0.2176,73,High Risk,Generation Drop,2026-09-05T19:42:40.361482,batch_001,3.36,-0.25,55.7,83.2,2.18,-42.7,0.73,1.143,0.752,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0020677,2025-06-17 01:56:12.270933,North,SUB-002,TR-002009,26.9124,75.7873,42.76,43.68,1.51,49.8,58.0,0.8079,50.0,12.89,-6.09,0.0,11.6,0,0.181,56,Warning,Generation Drop,2026-09-05T19:42:40.361482,batch_001,2.76,-0.2,52.0,86.2,1.51,-211.7,0.193,0.362,-0.273,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0118805,2025-06-17 01:54:15.085313,Central,SUB-016,TR-016020,24.8688,76.6562,40.18,23.3,0.87,50.02,22.35,0.9256,42.65,-30.98,-26.35,0.0,1.05,0,0.0115,7,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.18,0.02,81.4,99.1,0.87,117.6,-1.401,-0.595,-1.253,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0003141,2025-06-17 01:53:37.460369,East,SUB-012,TR-012001,23.2599,77.4126,37.27,74.18,2.02,49.72,70.0,0.7302,56.0,47.16,9.27,0.0,9.34,0,0.2307,65,Warning,Generation Drop,2026-09-05T19:42:40.361482,batch_001,-2.73,-0.28,32.6,86.4,2.02,508.7,0.73,1.143,0.507,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0101302,2025-06-17 01:53:14.863461,North-East,SUB-027,TR-027002,28.5355,76.2346,45.39,77.97,2.67,50.34,85.0,0.7541,63.34,41.0,2.42,0.0,41.67,1,0.7258,100,Critical,Compound Anomaly,2026-09-05T19:42:40.361482,batch_001,5.39,0.34,38.5,73.0,2.67,1694.2,1.4,2.098,1.502,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0042802,2025-06-17 01:51:44.567428,North,SUB-029,TR-029016,26.9124,75.7873,40.44,36.43,1.25,49.89,40.0,0.85,44.0,52.18,-6.65,0.0,18.47,0,0.0562,27,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.44,-0.11,62.5,97.8,1.25,-784.7,-0.612,-0.419,-0.671,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0019118,2025-06-17 01:51:18.873271,South,SUB-026,TR-026003,17.3618,78.531,39.0,21.88,0.8,49.95,19.93,0.938,42.68,22.17,2.12,0.0,10.78,0,0.0502,9,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-1.0,-0.05,84.5,95.0,0.8,1045.8,-1.509,-0.591,-1.36,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0129124,2025-06-17 01:50:46.902662,North-East,SUB-027,TR-027016,28.5355,76.2346,39.6,22.36,0.84,50.09,21.2,0.9468,40.5,99.79,31.07,0.0,4.7,0,0.0337,5,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.4,0.09,86.7,98.0,0.84,321.2,-1.452,-0.874,-1.299,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0097181,2025-06-17 01:48:44.939201,West,SUB-007,TR-007018,18.5204,73.8567,39.86,16.19,0.6,50.08,22.08,0.9314,38.27,-115.87,18.9,0.0,2.4,0,0.0212,5,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.14,0.08,82.8,99.3,0.6,-613.1,-1.413,-1.165,-1.666,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0147479,2025-06-17 01:47:23.731918,Central,SUB-015,TR-015014,25.3948,79.4625,42.43,47.68,1.82,50.24,58.0,0.9,50.0,56.9,-10.22,0.0,16.66,1,0.3443,64,Warning,Generation Drop,2026-09-05T19:42:40.361482,batch_001,2.43,0.24,75.0,87.8,1.82,-556.8,0.193,0.362,0.201,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0058483,2025-06-17 01:46:56.178982,West,SUB-007,TR-007016,18.5204,73.8567,40.49,14.29,0.54,49.97,21.61,0.9349,37.73,16.74,-10.85,0.0,4.87,0,0.0251,6,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.49,-0.03,83.7,97.6,0.54,-154.3,-1.434,-1.235,-1.758,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0143392,2025-06-17 01:46:22.105499,North-East,SUB-018,TR-018014,29.0588,76.0231,39.93,22.57,0.89,50.03,27.68,0.9846,39.77,25.06,86.49,0.0,7.23,0,0.0096,13,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.07,0.03,96.2,99.6,0.89,29.0,-1.162,-0.969,-1.222,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0077032,2025-06-17 01:45:35.516582,North,SUB-001,TR-001001,28.6139,77.209,39.96,22.09,0.84,50.01,25.93,0.9498,38.39,6.45,12.67,0.0,3.42,0,0.0032,7,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.04,0.01,87.4,99.8,0.84,50.9,-1.241,-1.149,-1.299,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0022302,2025-06-17 01:44:14.476065,East,SUB-013,TR-013006,21.1466,79.0882,40.55,22.19,0.83,49.91,25.98,0.9187,43.02,57.01,28.22,0.0,6.57,0,0.0392,14,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.55,-0.09,79.7,97.2,0.83,202.0,-1.238,-0.546,-1.314,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0089461,2025-06-17 01:44:09.663597,West,SUB-006,TR-006015,23.0225,72.5799,39.52,23.31,0.85,49.95,21.93,0.9262,42.12,108.55,5.09,0.0,1.55,0,0.0294,8,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.48,-0.05,81.6,97.6,0.85,2132.6,-1.42,-0.664,-1.284,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0050078,2025-06-17 01:43:48.653872,South,SUB-010,TR-010013,12.9716,77.5946,41.0,18.94,0.71,49.99,21.14,0.9123,38.89,-22.34,3.65,0.0,1.98,0,0.0416,11,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,1.0,-0.01,78.1,95.0,0.71,-612.1,-1.455,-1.084,-1.498,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0085356,2025-06-17 01:43:03.728446,Central,SUB-015,TR-015013,25.3948,79.4625,36.64,48.44,1.45,50.24,58.0,0.8143,50.0,10.15,27.43,0.0,5.2,0,0.2104,60,Warning,Generation Drop,2026-09-05T19:42:40.361482,batch_001,-3.36,0.24,53.6,83.2,1.45,37.0,0.193,0.362,-0.365,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0132220,2025-06-17 01:43:00.972936,North-East,SUB-017,TR-017013,28.296,76.592,36.45,77.36,2.2,49.58,85.0,0.78,63.0,9.09,17.72,0.0,9.18,0,0.4568,89,Critical,Voltage Fluctuation,2026-09-05T19:42:40.361482,batch_001,-3.55,-0.42,45.0,82.2,2.2,51.3,1.4,2.054,0.783,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0022367,2025-06-17 01:42:47.125640,West,SUB-019,TR-019005,22.3167,78.03,43.66,59.11,2.17,50.2,70.0,0.84,56.0,33.09,6.94,0.0,15.99,0,0.2157,70,High Risk,Voltage Fluctuation,2026-09-05T19:42:40.361482,batch_001,3.66,0.2,60.0,81.7,2.17,476.8,0.73,1.143,0.737,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0066811,2025-06-17 01:42:33.307241,Central,SUB-015,TR-015011,25.3948,79.4625,42.71,48.3,1.86,49.8,58.0,0.9,50.0,5.16,5.32,0.0,10.25,0,0.148,50,Warning,Generation Drop,2026-09-05T19:42:40.361482,batch_001,2.71,-0.2,75.0,86.4,1.86,97.0,0.193,0.362,0.262,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0118584,2025-06-17 01:41:22.440135,West,SUB-007,TR-007014,18.5204,73.8567,43.1,68.19,2.47,49.81,70.0,0.84,56.0,-23.96,-7.23,0.0,35.61,1,0.391,76,High Risk,Transformer Fault,2026-09-05T19:42:40.361482,batch_001,3.1,-0.19,60.0,84.5,2.47,331.4,0.73,1.143,1.196,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0009582,2025-06-17 01:41:06.059835,North-East,SUB-027,TR-027019,28.5355,76.2346,40.81,20.81,0.83,49.9,27.85,0.9731,38.61,-96.8,12.68,0.0,4.65,0,0.0525,13,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.81,-0.1,93.3,96.0,0.83,-763.4,-1.155,-1.12,-1.314,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0125937,2025-06-17 01:40:56.124058,East,SUB-020,TR-020012,25.5941,82.472,41.09,34.45,1.33,50.13,40.0,0.9392,44.0,-43.92,19.21,0.0,6.78,0,0.0699,30,Low,Compound Anomaly,2026-09-05T19:42:40.361482,batch_001,1.09,0.13,84.8,94.6,1.33,-228.6,-0.612,-0.419,-0.549,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0111695,2025-06-17 01:40:43.574044,North-East,SUB-017,TR-017003,28.296,76.592,39.23,21.6,0.8,49.97,21.39,0.9388,39.01,-91.55,-27.58,0.0,1.34,0,0.0371,8,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.77,-0.03,84.7,96.2,0.8,331.9,-1.444,-1.068,-1.36,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0003870,2025-06-17 01:39:20.905498,Central,SUB-016,TR-016008,24.8688,76.6562,42.61,60.34,2.16,50.21,70.0,0.84,56.0,-0.31,-3.16,0.0,25.01,0,0.1741,71,High Risk,Generation Drop,2026-09-05T19:42:40.361482,batch_001,2.61,0.21,60.0,87.0,2.16,9.8,0.73,1.143,0.722,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0118321,2025-06-17 01:39:18.488285,North,SUB-001,TR-001014,28.6139,77.209,42.5,54.71,2.09,50.19,58.0,0.9,50.0,26.77,21.26,0.0,22.29,0,0.1388,54,Warning,Generation Drop,2026-09-05T19:42:40.361482,batch_001,2.5,0.19,75.0,87.5,2.09,125.9,0.193,0.362,0.614,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0054217,2025-06-17 01:37:28.527217,East,SUB-013,TR-013001,21.1466,79.0882,36.63,54.4,1.67,50.19,70.0,0.84,56.0,-13.33,13.02,0.0,16.72,0,0.2009,73,High Risk,Voltage Fluctuation,2026-09-05T19:42:40.361482,batch_001,-3.37,0.19,60.0,83.2,1.67,-102.4,0.73,1.143,-0.028,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0089085,2025-06-17 01:34:23.618396,West,SUB-006,TR-006020,23.0225,72.5799,37.78,57.25,1.81,49.75,58.0,0.8347,50.0,11.19,4.34,0.0,18.48,0,0.1602,55,Warning,Generation Drop,2026-09-05T19:42:40.361482,batch_001,-2.22,-0.25,58.7,88.9,1.81,257.8,0.193,0.362,0.186,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0020755,2025-06-17 01:33:24.546824,Central,SUB-015,TR-015010,25.3948,79.4625,42.32,60.59,2.31,49.85,58.0,0.9,50.0,-38.48,-5.3,0.0,5.96,0,0.1229,53,Warning,Voltage Fluctuation,2026-09-05T19:42:40.361482,batch_001,2.32,-0.15,75.0,88.4,2.31,726.0,0.193,0.362,0.951,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0128627,2025-06-17 01:33:15.700973,South,SUB-009,TR-009013,17.385,78.4867,43.26,58.71,2.29,49.85,58.0,0.9,50.0,-7.21,13.53,0.0,11.86,0,0.1608,57,Warning,Voltage Fluctuation,2026-09-05T19:42:40.361482,batch_001,3.26,-0.15,75.0,83.7,2.29,-53.3,0.193,0.362,0.921,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0017225,2025-06-17 01:31:49.992089,North-East,SUB-018,TR-018006,29.0588,76.0231,36.92,49.78,1.58,49.84,58.0,0.8572,50.0,-26.04,10.08,0.0,6.32,0,0.1699,55,Warning,Communication Failure,2026-09-05T19:42:40.361482,batch_001,-3.08,-0.16,64.3,84.6,1.58,-258.3,0.193,0.362,-0.166,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0008365,2025-06-17 01:29:38.877650,East,SUB-013,TR-013017,21.1466,79.0882,43.44,48.1,1.87,49.78,58.0,0.8942,50.0,27.18,-26.74,0.0,6.21,0,0.1841,54,Warning,Generation Drop,2026-09-05T19:42:40.361482,batch_001,3.44,-0.22,73.6,82.8,1.87,-101.6,0.193,0.362,0.278,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0066104,2025-06-17 01:29:28.059043,South,SUB-026,TR-026017,17.3618,78.531,43.46,59.21,2.08,49.79,58.0,0.8071,50.0,-11.53,23.84,0.0,10.46,0,0.2111,58,Warning,Overload,2026-09-05T19:42:40.361482,batch_001,3.46,-0.21,51.8,82.7,2.08,-48.4,0.193,0.362,0.599,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0011592,2025-06-17 01:29:21.644336,North-East,SUB-027,TR-027020,28.5355,76.2346,44.08,82.27,2.53,50.42,85.0,0.6965,63.0,40.04,-24.02,0.0,33.67,0,0.5078,89,Critical,Voltage Fluctuation,2026-09-05T19:42:40.361482,batch_001,4.08,0.42,24.1,79.6,2.53,-166.7,1.4,2.054,1.288,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0110151,2025-06-17 01:28:45.529618,North,SUB-001,TR-001012,28.6139,77.209,40.73,15.18,0.6,49.94,19.27,0.9716,38.14,-15.38,6.09,0.0,5.27,0,0.0405,5,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.73,-0.06,92.9,96.4,0.6,-252.5,-1.538,-1.182,-1.666,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0069105,2025-06-17 01:27:36.263053,Central,SUB-014,TR-014008,26.8206,80.2701,40.46,12.83,0.49,50.0,16.12,0.9356,39.31,46.54,14.94,0.0,12.0,0,0.0188,6,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.46,0.0,83.9,97.7,0.49,311.5,-1.679,-1.029,-1.835,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0096698,2025-06-17 01:27:20.188561,West,SUB-019,TR-019014,22.3167,78.03,36.91,49.78,1.65,50.17,58.0,0.9,50.0,-38.39,21.5,0.0,6.05,0,0.1583,57,Warning,Voltage Fluctuation,2026-09-05T19:42:40.361482,batch_001,-3.09,0.17,75.0,84.6,1.65,-178.6,0.193,0.362,-0.059,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0137801,2025-06-17 01:27:12.291088,North-East,SUB-017,TR-017014,28.296,76.592,37.8,58.6,1.98,50.22,58.0,0.8953,50.0,13.31,14.78,0.0,9.84,0,0.1338,52,Warning,Generation Drop,2026-09-05T19:42:40.361482,batch_001,-2.2,0.22,73.8,89.0,1.98,90.1,0.193,0.362,0.446,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0104818,2025-06-17 01:26:20.658810,West,SUB-019,TR-019004,22.3167,78.03,40.04,23.14,0.88,49.96,24.7,0.9509,41.75,68.67,47.57,0.0,2.83,0,0.0087,11,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.04,-0.04,87.7,99.8,0.88,144.4,-1.296,-0.712,-1.238,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0103490,2025-06-17 01:26:15.692062,North,SUB-001,TR-001018,28.6139,77.209,34.71,79.55,1.66,50.33,85.0,0.5996,63.0,-0.64,-5.62,0.0,32.75,1,0.7694,99,Critical,Compound Anomaly,2026-09-05T19:42:40.361482,batch_001,-5.29,0.33,-0.1,73.6,1.66,11.4,1.4,2.054,-0.044,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0060864,2025-06-17 01:23:33.208359,South,SUB-008,TR-008011,13.0827,80.2707,43.35,58.29,2.27,49.77,58.0,0.9,50.0,107.11,-0.36,0.0,17.3,0,0.1802,55,Warning,Frequency Deviation,2026-09-05T19:42:40.361482,batch_001,3.35,-0.23,75.0,83.2,2.27,-29752.8,0.193,0.362,0.89,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0026183,2025-06-17 01:21:49.090307,North,SUB-024,TR-024004,26.7461,78.9824,39.68,28.06,1.07,50.01,28.19,0.9639,38.88,-28.05,13.95,0.0,4.75,0,0.0155,11,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.32,0.01,91.0,98.4,1.07,-201.1,-1.14,-1.085,-0.947,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0143372,2025-06-17 01:21:39.361639,South,SUB-008,TR-008006,13.0827,80.2707,40.14,28.11,1.04,50.06,27.16,0.9259,38.98,-14.75,-12.17,0.0,1.37,0,0.0169,11,Normal,Transformer Fault,2026-09-05T19:42:40.361482,batch_001,0.14,0.06,81.5,99.3,1.04,121.2,-1.186,-1.072,-0.993,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0101909,2025-06-17 01:19:09.700847,South,SUB-022,TR-022009,15.2993,74.124,40.75,14.94,0.58,50.09,26.57,0.9533,39.21,-34.02,-21.83,0.0,3.41,0,0.0488,13,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.75,0.09,88.3,96.2,0.58,155.8,-1.212,-1.042,-1.697,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0149635,2025-06-17 01:16:21.637355,North,SUB-003,TR-003005,32.3246,74.7901,42.83,62.89,2.15,49.8,70.0,0.7984,56.0,116.76,14.52,0.0,21.35,0,0.1955,68,Warning,Communication Failure,2026-09-05T19:42:40.361482,batch_001,2.83,-0.2,49.6,85.8,2.15,804.1,0.73,1.143,0.706,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0126527,2025-06-17 01:16:01.317662,North,SUB-024,TR-024011,26.7461,78.9824,40.17,22.77,0.85,50.03,20.83,0.9264,38.88,-55.67,-4.5,0.0,2.42,0,0.0125,3,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.17,0.03,81.6,99.2,0.85,1237.1,-1.469,-1.085,-1.284,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0110535,2025-06-17 01:15:27.992842,South,SUB-008,TR-008019,13.0827,80.2707,42.43,68.07,2.36,50.26,70.0,0.8183,56.0,29.0,-35.86,0.0,8.61,0,0.1848,67,Warning,Generation Drop,2026-09-05T19:42:40.361482,batch_001,2.43,0.26,54.6,87.8,2.36,-80.9,0.73,1.143,1.028,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0115672,2025-06-17 01:15:21.646870,East,SUB-011,TR-011001,22.5726,88.3639,40.56,20.1,0.8,49.96,25.64,0.9792,37.69,-4.95,-22.04,0.0,8.1,0,0.0312,10,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.56,-0.04,94.8,97.2,0.8,22.5,-1.254,-1.24,-1.36,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0136329,2025-06-17 01:13:58.124369,Central,SUB-015,TR-015001,25.3948,79.4625,42.78,54.26,2.03,49.78,58.0,0.874,50.0,2.26,15.05,0.0,10.75,0,0.1645,52,Warning,Unexpected Consumption,2026-09-05T19:42:40.361482,batch_001,2.78,-0.22,68.5,86.1,2.03,15.0,0.193,0.362,0.523,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0063340,2025-06-17 01:13:01.746543,Central,SUB-015,TR-015002,25.3948,79.4625,40.69,16.51,0.64,50.1,20.64,0.9524,37.29,3.55,3.37,0.0,5.31,0,0.0476,7,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.69,0.1,88.1,96.6,0.64,105.3,-1.477,-1.292,-1.605,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0055035,2025-06-17 01:12:16.277693,North,SUB-029,TR-029009,26.9124,75.7873,39.44,11.43,0.42,49.96,15.58,0.9321,37.39,30.06,3.14,0.0,1.12,0,0.0306,4,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.56,-0.04,83.0,97.2,0.42,957.3,-1.703,-1.279,-1.942,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0122589,2025-06-17 01:11:17.576433,Central,SUB-028,TR-028001,20.2884,76.2009,39.86,18.02,0.69,49.93,15.0,0.9578,37.79,42.38,-21.82,0.0,10.37,0,0.0186,4,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.14,-0.07,89.4,99.3,0.69,-194.2,-1.729,-1.227,-1.529,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0054603,2025-06-17 01:10:38.531402,East,SUB-020,TR-020004,25.5941,82.472,40.45,24.84,0.93,49.95,25.85,0.93,38.3,27.93,-43.91,0.0,3.16,0,0.0279,6,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.45,-0.05,82.5,97.8,0.93,-63.6,-1.244,-1.161,-1.161,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0069156,2025-06-17 01:10:18.361537,South,SUB-008,TR-008001,13.0827,80.2707,36.23,62.35,1.89,49.79,70.0,0.8381,58.42,-18.24,-8.22,0.0,9.27,0,0.2429,70,High Risk,Voltage Fluctuation,2026-09-05T19:42:40.361482,batch_001,-3.77,-0.21,59.5,81.2,1.89,221.9,0.73,1.458,0.308,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0101878,2025-06-17 01:08:48.125980,West,SUB-021,TR-021018,19.6776,72.7323,37.08,52.02,1.74,49.85,58.0,0.9,50.0,35.27,-10.01,0.0,3.21,0,0.1472,54,Warning,Generation Drop,2026-09-05T19:42:40.361482,batch_001,-2.92,-0.15,75.0,85.4,1.74,-352.3,0.193,0.362,0.079,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0025728,2025-06-17 01:06:38.239990,East,SUB-012,TR-012010,23.2599,77.4126,44.97,82.15,2.35,50.42,85.0,0.6354,63.0,42.68,-2.1,0.0,9.62,1,0.7621,95,Critical,Compound Anomaly,2026-09-05T19:42:40.361482,batch_001,4.97,0.42,8.8,75.2,2.35,-2032.4,1.4,2.054,1.012,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0030343,2025-06-17 01:06:22.823526,West,SUB-007,TR-007004,18.5204,73.8567,39.97,11.86,0.45,50.01,15.0,0.9506,39.6,-89.54,-8.59,0.0,1.93,0,0.0032,6,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.03,0.01,87.6,99.8,0.45,1042.4,-1.729,-0.992,-1.896,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0143083,2025-06-17 01:06:16.294620,West,SUB-006,TR-006017,23.0225,72.5799,42.69,62.42,2.24,49.74,70.0,0.84,56.0,15.08,-7.31,0.0,6.57,0,0.188,71,High Risk,Frequency Deviation,2026-09-05T19:42:40.361482,batch_001,2.69,-0.26,60.0,86.6,2.24,-206.3,0.73,1.143,0.844,2026-09-05T19:42:42.027189,1.0,1,1,2025-06-17
EVT-0087059,2025-06-17 01:03:15.925200,South,SUB-010,TR-010003,12.9716,77.5946,39.0,22.67,0.83,50.08,22.34,0.9347,40.2,38.66,4.51,0.0,6.36,0,0.0569,10,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-1.0,0.08,83.7,95.0,0.83,857.2,-1.401,-0.913,-1.314,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0005900,2025-06-17 01:02:48.522814,North,SUB-002,TR-002007,26.9124,75.7873,41.0,22.92,0.89,50.03,32.08,0.9431,40.16,42.21,-17.97,0.0,6.5,0,0.0457,17,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,1.0,0.03,85.8,95.0,0.89,-234.9,-0.966,-0.919,-1.222,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0072763,2025-06-17 01:02:33.100148,South,SUB-010,TR-010003,12.9716,77.5946,39.65,22.38,0.85,50.03,24.86,0.9563,36.81,92.07,-30.99,0.0,4.32,0,0.0199,5,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.35,0.03,89.1,98.2,0.85,-297.1,-1.289,-1.355,-1.284,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0011910,2025-06-17 01:02:32.405452,West,SUB-025,TR-025006,24.4781,73.3114,40.77,20.68,0.82,49.98,21.72,0.9778,39.8,6.86,7.02,0.0,4.55,0,0.0352,13,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.77,-0.02,94.4,96.2,0.82,97.7,-1.429,-0.965,-1.33,2026-09-05T19:42:42.027189,1.0,0,1,2025-06-17
EVT-0145006,2025-06-17 00:59:14.017563,East,SUB-012,TR-012009,23.2599,77.4126,35.13,74.24,2.03,49.68,85.0,0.78,63.0,14.13,12.85,0.0,7.38,0,0.4897,88,Critical,Overload,2026-09-05T19:42:40.361482,batch_001,-4.87,-0.32,45.0,75.6,2.03,110.0,1.4,2.054,0.523,2026-09-05T19:42:42.027189,1.0,1,0,2025-06-17
EVT-0080615,2025-06-17 00:58:47.688100,West,SUB-019,TR-019017,22.3167,78.03,42.97,52.14,2.02,50.22,58.0,0.9,50.0,54.63,2.13,0.0,6.5,0,0.163,57,Warning,Generation Drop,2026-09-05T19:42:40.361482,batch_001,2.97,0.22,75.0,85.2,2.02,2564.8,0.193,0.362,0.507,2026-09-05T19:42:42.027189,1.0,1,0,2025-06-17
EVT-0002592,2025-06-17 00:57:42.101395,South,SUB-008,TR-008001,13.0827,80.2707,42.73,36.94,1.42,50.19,58.0,0.9,50.0,33.3,-10.57,0.0,5.46,0,0.1467,54,Warning,Generation Drop,2026-09-05T19:42:40.361482,batch_001,2.73,0.19,75.0,86.4,1.42,-315.0,0.193,0.362,-0.411,2026-09-05T19:42:42.027189,1.0,1,0,2025-06-17
