event_id,timestamp,region,substation_id,transformer_id,latitude,longitude,voltage_kv,current_amp,power_mw,frequency_hz,load_percent,power_factor,temperature_c,energy_generated_mwh,energy_consumed_mwh,outage_duration_min,communication_latency_ms,fault_indicator,anomaly_score,risk_score,status,anomaly_type
EVT-0019813,2025-04-29 05:54:29.789677,Central,SUB-014,TR-014006,26.8206,80.2701,39.59,21.37,0.8,49.97,17.77,0.9455,37.08,71.64,16.25,0.0,12.0,0,0.0219,2,Normal,Normal
EVT-0019814,2025-05-07 03:22:44.795510,West,SUB-025,TR-025015,24.4781,73.3114,37.06,71.11,2.21,50.28,70.0,0.84,56.0,-26.88,-11.54,0.0,8.08,0,0.2014,71,High Risk,Frequency Deviation
EVT-0019815,2025-06-28 05:56:56.906053,Central,SUB-014,TR-014005,26.8206,80.2701,42.55,54.77,2.07,49.82,58.0,0.8885,50.0,-43.23,-19.6,0.0,9.8,0,0.1409,53,Warning,Transformer Fault
EVT-0019816,2025-06-18 02:15:25.545447,Central,SUB-014,TR-014004,26.8206,80.2701,36.44,57.37,1.82,49.79,58.0,0.8721,50.0,-84.28,5.31,0.0,7.14,0,0.1946,61,Warning,Voltage Fluctuation
EVT-0019817,2025-04-08 02:24:07.550664,Central,SUB-016,TR-016006,24.8688,76.6562,39.22,30.73,1.16,50.02,21.94,0.9595,38.87,2.3,20.88,0.0,8.15,0,0.0349,7,Normal,Normal
EVT-0019818,2025-06-30 11:32:31.685949,West,SUB-005,TR-005007,19.076,72.8777,40.34,38.86,1.47,49.95,48.0,0.9387,42.51,-37.4,-0.34,0.0,1.02,0,0.0227,25,Normal,Normal
EVT-0019819,2025-04-12 13:44:31.432457,South,SUB-008,TR-008008,13.0827,80.2707,40.2,38.65,1.48,50.07,48.0,0.9513,40.56,-3.72,26.7,0.0,7.9,0,0.0225,26,Normal,Normal
EVT-0019820,2025-06-19 21:53:01.750716,North,SUB-002,TR-002006,26.9124,75.7873,37.7,53.52,1.66,49.83,58.0,0.821,50.0,-7.53,32.76,0.0,3.19,0,0.1522,48,Low,Power Factor Anomaly
EVT-0019821,2025-05-20 07:39:06.114062,South,SUB-010,TR-010018,12.9716,77.5946,40.7,52.88,2.0,50.03,48.0,0.9284,44.81,-24.31,-5.14,0.0,12.0,0,0.035,31,Low,Overload
EVT-0019822,2025-04-15 11:08:35.535900,East,SUB-023,TR-023011,21.2787,82.1406,43.35,84.06,3.28,50.2,84.0,0.9,50.0,65.37,21.78,0.0,4.67,0,0.2917,78,High Risk,Generation Drop
EVT-0019823,2025-06-03 10:05:07.863547,Central,SUB-014,TR-014007,26.8206,80.2701,40.33,44.89,1.75,50.02,48.0,0.9676,42.02,10.8,-14.44,0.0,2.4,0,0.0182,26,Normal,Normal
EVT-0019824,2025-06-10 12:57:08.181140,Central,SUB-016,TR-016009,24.8688,76.6562,45.14,89.48,3.15,50.31,100.0,0.78,63.0,-35.45,10.28,0.0,7.19,0,0.6251,100,Critical,Compound Anomaly
EVT-0019825,2025-06-17 20:23:23.537652,South,SUB-010,TR-010015,12.9716,77.5946,39.69,28.67,1.06,50.01,21.23,0.9281,39.26,-23.3,30.07,0.0,4.73,0,0.0137,6,Normal,Normal
EVT-0019826,2025-04-01 04:58:58.934925,West,SUB-019,TR-019008,22.3167,78.03,38.99,33.61,1.23,50.11,40.0,0.9418,44.0,26.71,23.17,0.0,2.59,0,0.0619,30,Low,Generation Drop
EVT-0019827,2025-04-03 20:31:18.938754,North,SUB-002,TR-002010,26.9124,75.7873,40.72,17.37,0.66,49.98,25.5,0.9386,36.31,-65.83,-51.31,0.0,3.08,0,0.0329,9,Normal,Normal
EVT-0019828,2025-06-08 09:07:30.044141,North,SUB-002,TR-002018,26.9124,75.7873,39.64,38.04,1.42,50.08,48.0,0.944,42.54,53.07,-0.13,0.0,4.94,0,0.0299,31,Low,Generation Drop
EVT-0019829,2025-04-22 06:25:35.053912,West,SUB-025,TR-025011,24.4781,73.3114,42.23,49.83,1.88,50.04,51.74,0.8948,44.0,-43.74,11.51,41.11,7.93,0,0.0992,42,Low,Overload
EVT-0019830,2025-06-21 12:25:18.650107,Central,SUB-016,TR-016001,24.8688,76.6562,39.12,44.19,1.63,50.08,48.0,0.94,40.83,5.39,13.97,0.0,1.84,0,0.0504,27,Normal,Normal
EVT-0019831,2025-04-25 13:23:26.885871,North,SUB-001,TR-001009,28.6139,77.209,43.18,72.14,2.79,49.78,79.57,0.8944,55.35,32.37,17.99,0.0,4.4,0,0.2564,78,High Risk,Generation Drop
EVT-0019832,2025-05-16 15:04:03.484613,East,SUB-012,TR-012007,23.2599,77.4126,40.93,48.2,1.84,49.9,48.0,0.932,42.13,28.54,13.22,0.0,5.78,0,0.0573,32,Low,Generation Drop
EVT-0019833,2025-06-07 17:34:02.750635,South,SUB-026,TR-026015,17.3618,78.531,39.13,44.36,1.61,50.07,44.37,0.9252,41.73,-104.73,-18.7,0.0,2.98,0,0.0484,24,Normal,Normal
EVT-0019834,2025-05-17 02:05:37.150789,West,SUB-005,TR-005018,19.076,72.8777,40.24,13.69,0.53,50.04,19.07,0.9657,41.86,26.79,-12.05,0.0,2.79,0,0.0172,4,Normal,Normal
EVT-0019835,2025-05-18 04:10:31.708393,West,SUB-021,TR-021011,19.6776,72.7323,43.44,68.17,2.49,49.73,70.0,0.84,56.0,-52.27,4.13,0.0,40.06,1,0.4197,84,High Risk,Frequency Deviation
EVT-0019836,2025-05-18 05:20:32.279131,South,SUB-008,TR-008020,13.0827,80.2707,39.27,16.47,0.63,49.94,20.63,0.9707,38.74,-24.97,22.72,0.0,10.55,0,0.0418,7,Normal,Normal
EVT-0019837,2025-05-30 15:57:48.732353,West,SUB-005,TR-005018,19.076,72.8777,40.38,43.79,1.69,50.0,48.0,0.9531,39.49,8.15,37.11,0.0,5.26,0,0.0157,24,Normal,Normal
EVT-0019838,2025-06-08 17:48:27.945760,East,SUB-023,TR-023019,21.2787,82.1406,39.14,23.23,0.88,50.02,36.77,0.963,40.28,-69.54,1.22,0.0,12.0,0,0.0388,19,Normal,Normal
EVT-0019839,2025-06-08 10:22:03.716501,Central,SUB-015,TR-015008,25.3948,79.4625,43.28,85.72,3.12,50.18,90.0,0.84,56.84,31.91,3.19,0.0,4.46,0,0.3697,85,Critical,Overload
EVT-0019840,2025-05-16 22:31:41.374966,North,SUB-029,TR-029001,26.9124,75.7873,37.42,62.65,1.87,49.8,70.0,0.7975,56.0,2.24,-12.29,7.35,16.47,0,0.1859,68,Warning,Generation Drop
EVT-0019841,2025-04-26 14:05:48.606410,South,SUB-026,TR-026014,17.3618,78.531,40.13,48.81,1.8,50.09,48.0,0.9183,40.93,-10.56,21.25,0.0,2.09,0,0.0241,28,Normal,Normal
EVT-0019842,2025-06-04 06:32:06.891249,South,SUB-008,TR-008011,13.0827,80.2707,39.46,34.28,1.3,49.99,39.1,0.9613,42.38,-97.67,-4.12,0.0,1.55,0,0.024,18,Normal,Normal
EVT-0019843,2025-05-20 03:21:54.985956,West,SUB-005,TR-005016,19.076,72.8777,40.59,12.33,0.47,50.1,16.44,0.9357,38.89,-15.19,41.32,0.0,3.6,0,0.0436,5,Normal,Normal
EVT-0019844,2025-06-23 03:47:38.884803,North,SUB-029,TR-029015,26.9124,75.7873,40.68,43.89,1.73,50.09,40.0,0.97,44.0,22.41,-40.01,0.0,9.57,0,0.0441,27,Normal,Normal
EVT-0019845,2025-06-22 18:35:48.770885,Central,SUB-028,TR-028010,20.2884,76.2009,45.36,83.92,2.68,50.31,85.0,0.7044,63.0,39.14,-0.17,0.0,8.14,1,0.7331,97,Critical,Compound Anomaly
EVT-0019846,2025-05-02 21:49:47.959190,West,SUB-006,TR-006016,23.0225,72.5799,40.36,22.98,0.87,49.96,20.47,0.9328,38.71,-24.55,19.47,0.0,5.48,0,0.0221,5,Normal,Normal
EVT-0019847,2025-05-11 04:41:35.630123,South,SUB-022,TR-022015,15.2993,74.124,40.81,37.88,1.4,49.96,40.0,0.9087,44.0,60.38,-32.98,0.0,5.43,0,0.0396,21,Normal,Normal
EVT-0019848,2025-06-09 20:28:05.905365,South,SUB-010,TR-010009,12.9716,77.5946,42.4,59.48,2.08,50.16,58.0,0.8234,50.0,28.33,-3.77,0.0,3.26,0,0.153,52,Warning,Generation Drop
EVT-0019849,2025-06-27 21:49:18.451328,East,SUB-013,TR-013015,21.1466,79.0882,36.96,50.58,1.57,50.24,70.0,0.84,56.0,-42.15,-30.23,0.0,7.53,0,0.1974,73,High Risk,Voltage Fluctuation
EVT-0019850,2025-06-07 03:25:48.889672,East,SUB-012,TR-012014,23.2599,77.4126,36.83,52.73,1.75,49.79,58.0,0.9,50.0,9.73,10.34,0.0,14.16,0,0.1691,57,Warning,Generation Drop
EVT-0019851,2025-05-16 19:34:20.164826,East,SUB-013,TR-013008,21.1466,79.0882,40.37,22.91,0.87,50.03,17.15,0.9405,39.32,-49.12,-12.33,0.0,7.48,0,0.0216,1,Normal,Normal
EVT-0019852,2025-04-24 03:02:25.194786,West,SUB-005,TR-005012,19.076,72.8777,42.91,56.1,2.08,49.77,58.0,0.8659,50.0,-44.28,-22.91,0.0,3.11,0,0.174,57,Warning,Temperature Spike
EVT-0019853,2025-05-23 14:10:23.047675,West,SUB-005,TR-005020,19.076,72.8777,36.31,92.37,2.3,49.66,98.15,0.6853,68.64,-33.33,7.52,0.0,29.39,0,0.6354,99,Critical,Compound Anomaly
EVT-0019854,2025-06-04 03:20:45.632987,North,SUB-029,TR-029002,26.9124,75.7873,40.81,39.29,1.47,49.91,28.96,0.9153,40.15,-14.64,-1.47,0.0,2.87,0,0.0505,13,Normal,Normal
EVT-0019855,2025-05-21 05:15:59.743915,North-East,SUB-017,TR-017010,28.296,76.592,39.2,27.5,1.02,49.93,22.96,0.9486,37.75,-50.85,10.67,0.0,5.25,0,0.0456,13,Normal,Normal
EVT-0019856,2025-05-12 12:48:14.692164,North,SUB-002,TR-002014,26.9124,75.7873,39.62,43.62,1.69,50.01,48.0,0.9788,42.16,-12.33,2.53,0.0,12.0,0,0.0177,23,Normal,Normal
EVT-0019857,2025-05-17 15:26:01.178143,South,SUB-009,TR-009009,17.385,78.4867,43.58,79.88,2.74,50.18,84.0,0.7877,50.44,-5.34,-3.09,0.0,3.54,1,0.534,89,Critical,Overload
EVT-0019858,2025-06-13 15:30:41.345023,East,SUB-023,TR-023012,21.2787,82.1406,42.85,79.75,2.78,50.22,90.0,0.813,56.07,-30.49,-30.09,0.0,8.0,0,0.3622,84,High Risk,Overload
EVT-0019859,2025-06-16 03:57:58.283203,West,SUB-005,TR-005013,19.076,72.8777,39.0,19.01,0.68,49.9,15.0,0.9213,37.62,-89.55,-77.31,0.0,4.67,0,0.06,11,Normal,Normal
EVT-0019860,2025-05-01 04:39:27.862754,East,SUB-023,TR-023009,21.2787,82.1406,45.13,76.84,2.7,49.7,85.0,0.78,63.0,-47.45,2.2,0.0,33.01,0,0.4969,89,Critical,Compound Anomaly
EVT-0019861,2025-06-29 13:48:18.864653,West,SUB-021,TR-021006,19.6776,72.7323,42.7,70.79,2.69,50.2,84.0,0.89,52.94,-76.76,-12.5,0.0,38.0,0,0.268,74,High Risk,Overload
EVT-0019862,2025-04-21 01:40:16.955606,East,SUB-011,TR-011002,22.5726,88.3639,41.0,24.41,0.95,49.94,19.39,0.9443,39.31,114.66,23.6,0.0,5.76,0,0.0522,5,Normal,Normal
EVT-0019863,2025-05-15 05:29:44.210934,East,SUB-012,TR-012015,23.2599,77.4126,39.67,23.87,0.88,50.1,27.47,0.9323,39.69,21.49,-25.94,0.0,2.73,0,0.0333,13,Normal,Normal
EVT-0019864,2025-06-13 03:56:47.092863,West,SUB-006,TR-006011,23.0225,72.5799,41.0,31.15,1.25,49.92,23.26,0.9807,36.79,-10.97,41.53,0.0,7.77,0,0.0568,12,Normal,Normal
EVT-0019865,2025-05-15 12:52:52.980056,South,SUB-026,TR-026008,17.3618,78.531,42.62,80.23,2.93,49.8,84.0,0.8557,54.83,-77.8,6.96,0.0,5.17,0,0.2767,79,High Risk,Overload
EVT-0019866,2025-04-19 07:38:23.629393,North-East,SUB-027,TR-027001,28.5355,76.2346,43.55,63.18,2.21,49.84,74.97,0.8034,50.0,-21.06,-9.37,0.0,5.37,1,0.4474,80,High Risk,Voltage Fluctuation
EVT-0019867,2025-06-27 09:14:54.346503,South,SUB-026,TR-026009,17.3618,78.531,37.33,79.59,2.52,50.25,80.97,0.8497,52.48,13.35,8.85,0.0,10.43,0,0.2653,73,High Risk,Frequency Deviation
EVT-0019868,2025-05-19 14:41:14.525838,North-East,SUB-017,TR-017005,28.296,76.592,42.45,66.72,2.55,50.25,84.0,0.9,50.87,46.72,23.23,0.0,8.79,1,0.4655,81,High Risk,Overload
EVT-0019869,2025-06-11 18:55:30.875004,North-East,SUB-018,TR-018003,29.0588,76.0231,39.88,41.91,1.47,50.02,43.74,0.8768,44.0,-68.48,-41.22,10.05,2.01,0,0.0165,20,Normal,Normal
EVT-0019870,2025-04-09 16:19:30.278532,West,SUB-006,TR-006006,23.0225,72.5799,36.77,66.4,2.2,50.18,71.02,0.9,50.0,-10.89,-7.43,0.0,5.53,0,0.1744,67,Warning,Overload
EVT-0019871,2025-05-15 16:51:54.639819,North-East,SUB-017,TR-017001,28.296,76.592,41.0,40.4,1.57,50.1,48.0,0.9466,42.66,121.01,-8.44,0.0,7.31,0,0.06,28,Normal,Normal
EVT-0019872,2025-05-06 09:34:46.122548,Central,SUB-028,TR-028002,20.2884,76.2009,42.65,71.74,2.5,50.27,76.32,0.8161,56.0,4.65,34.07,0.0,32.32,0,0.2487,76,High Risk,Unexpected Consumption
EVT-0019873,2025-06-12 20:38:28.717861,North,SUB-004,TR-004009,25.2048,77.3948,43.52,53.4,1.95,50.22,70.0,0.84,56.0,-15.4,17.62,0.0,6.69,0,0.213,73,High Risk,Voltage Fluctuation
EVT-0019874,2025-04-05 15:42:00.607800,Central,SUB-014,TR-014010,26.8206,80.2701,37.5,68.32,2.19,50.16,71.64,0.8547,50.0,-5.89,-21.15,0.0,6.29,0,0.1612,63,Warning,Voltage Fluctuation
EVT-0019875,2025-06-30 16:28:57.157821,East,SUB-013,TR-013011,21.1466,79.0882,43.58,56.22,2.21,50.24,69.01,0.9,50.0,16.13,-11.94,0.0,22.09,0,0.192,67,Warning,Generation Drop
EVT-0019876,2025-04-27 21:04:41.848985,South,SUB-026,TR-026001,17.3618,78.531,39.7,25.97,0.99,50.01,31.32,0.9625,42.84,-22.9,-1.02,0.0,6.55,0,0.0143,15,Normal,Normal
EVT-0019877,2025-04-08 00:07:28.586900,West,SUB-019,TR-019016,22.3167,78.03,39.78,19.99,0.74,49.93,23.25,0.9356,37.49,21.48,16.09,0.0,7.17,0,0.0226,3,Normal,Normal
EVT-0019878,2025-05-20 23:09:10.769924,North,SUB-029,TR-029019,26.9124,75.7873,41.0,18.25,0.7,49.99,22.75,0.9321,36.35,39.4,-37.74,0.0,9.15,0,0.0416,7,Normal,Normal
EVT-0019879,2025-06-11 21:30:37.517390,West,SUB-005,TR-005005,19.076,72.8777,40.96,8.99,0.35,50.03,16.34,0.9574,38.97,-56.77,-11.14,0.0,1.71,0,0.0442,7,Normal,Normal
EVT-0019880,2025-04-03 22:12:53.203826,East,SUB-020,TR-020003,25.5941,82.472,40.68,17.45,0.68,49.96,15.0,0.9515,38.77,5.6,7.03,0.0,2.63,0,0.0356,5,Normal,Normal
EVT-0019881,2025-04-04 17:28:59.786973,East,SUB-013,TR-013020,21.1466,79.0882,40.6,32.67,1.24,49.95,47.66,0.9321,40.21,27.33,12.42,0.0,11.43,0,0.0344,26,Normal,Normal
EVT-0019882,2025-04-05 08:14:01.719883,North,SUB-004,TR-004001,25.2048,77.3948,39.03,71.44,2.56,50.19,61.85,0.9177,47.97,32.5,0.32,0.0,3.64,0,0.0777,48,Low,Generation Drop
EVT-0019883,2025-06-03 01:27:39.355869,North,SUB-004,TR-004001,25.2048,77.3948,41.25,30.88,1.14,50.1,40.0,0.893,44.0,-51.29,12.0,0.0,3.67,0,0.0729,27,Normal,Normal
EVT-0019884,2025-04-03 07:38:58.834978,North,SUB-029,TR-029006,26.9124,75.7873,36.94,58.26,1.82,50.21,66.07,0.8446,50.0,-55.47,10.29,0.0,32.83,0,0.1823,66,Warning,Temperature Spike
EVT-0019885,2025-04-03 05:41:31.820602,East,SUB-023,TR-023020,21.2787,82.1406,39.72,13.41,0.5,50.02,19.81,0.93,37.99,-9.02,13.94,0.0,11.23,0,0.0161,6,Normal,Normal
EVT-0019886,2025-06-02 21:59:47.318887,North,SUB-004,TR-004005,25.2048,77.3948,40.1,32.14,1.21,50.1,23.15,0.9406,38.31,68.97,10.03,0.0,7.52,0,0.024,11,Normal,Normal
EVT-0019887,2025-06-28 23:11:43.007307,South,SUB-008,TR-008014,13.0827,80.2707,41.0,24.91,0.98,49.97,22.06,0.9562,39.34,38.09,-5.55,0.0,10.64,0,0.0456,10,Normal,Normal
EVT-0019888,2025-05-01 13:38:55.378845,West,SUB-025,TR-025004,24.4781,73.3114,42.64,81.45,2.8,50.15,84.0,0.8062,55.66,-84.42,20.9,0.0,7.92,0,0.2894,73,High Risk,Overload
EVT-0019889,2025-06-23 20:37:27.319713,East,SUB-020,TR-020006,25.5941,82.472,40.2,25.69,0.98,49.92,19.37,0.9458,39.8,22.77,-14.5,0.0,12.0,0,0.0234,3,Normal,Normal
EVT-0019890,2025-05-06 15:55:50.369116,South,SUB-009,TR-009007,17.385,78.4867,42.87,70.35,2.61,49.79,84.0,0.8646,54.1,-35.86,35.02,0.0,4.16,0,0.2857,79,High Risk,Overload
EVT-0019891,2025-04-08 12:09:51.216747,West,SUB-007,TR-007005,18.5204,73.8567,43.08,78.43,2.94,50.25,84.0,0.8705,53.86,-26.98,17.9,0.0,24.28,0,0.3001,82,High Risk,Overload
EVT-0019892,2025-05-11 05:24:04.783639,South,SUB-022,TR-022004,15.2993,74.124,43.41,72.75,2.65,50.28,70.0,0.84,57.63,-97.08,4.27,0.0,41.34,0,0.2343,74,High Risk,Frequency Deviation
EVT-0019893,2025-05-29 05:32:51.659298,South,SUB-022,TR-022015,15.2993,74.124,37.59,54.57,1.85,49.77,58.0,0.9,50.0,-60.31,59.03,0.0,9.95,0,0.1425,50,Warning,Power Factor Anomaly
EVT-0019894,2025-05-04 07:51:21.933558,West,SUB-019,TR-019017,22.3167,78.03,36.78,57.24,1.63,50.23,70.0,0.7752,56.0,9.9,-27.21,0.0,20.07,0,0.2245,68,Warning,Power Factor Anomaly
EVT-0019895,2025-04-14 02:56:15.467699,North,SUB-003,TR-003005,32.3246,74.7901,39.0,9.8,0.37,49.96,17.31,0.966,38.42,13.14,17.34,0.0,3.91,0,0.0488,11,Normal,Normal
EVT-0019896,2025-04-02 21:03:33.768124,Central,SUB-014,TR-014019,26.8206,80.2701,42.72,60.29,2.16,50.2,58.0,0.8378,50.0,-67.04,27.91,0.0,18.26,0,0.1691,55,Warning,Overload
EVT-0019897,2025-06-08 18:07:17.696546,North,SUB-002,TR-002009,26.9124,75.7873,36.66,67.04,2.0,49.73,70.0,0.8153,56.0,72.9,-4.33,0.0,7.72,0,0.2241,73,High Risk,Generation Drop
EVT-0019898,2025-04-03 09:31:19.746740,North,SUB-029,TR-029003,26.9124,75.7873,41.0,38.9,1.48,50.06,48.0,0.9288,44.78,-17.62,-23.09,0.0,12.0,0,0.052,33,Low,Temperature Spike
EVT-0019899,2025-04-01 01:12:00.694750,West,SUB-021,TR-021017,19.6776,72.7323,36.41,58.84,1.93,49.8,58.0,0.9,50.0,-36.23,-1.16,0.0,5.43,0,0.1826,58,Warning,Voltage Fluctuation
EVT-0019900,2025-05-22 07:14:28.242928,East,SUB-011,TR-011020,22.5726,88.3639,37.59,66.57,2.25,49.82,75.33,0.9,50.0,45.2,21.47,0.0,20.48,0,0.1761,67,Warning,Generation Drop
EVT-0019901,2025-06-30 17:18:10.160755,East,SUB-013,TR-013013,21.1466,79.0882,40.22,46.78,1.75,50.01,48.0,0.9308,42.15,29.13,-12.43,0.0,3.35,0,0.0106,24,Normal,Normal
EVT-0019902,2025-04-14 20:30:43.414888,East,SUB-023,TR-023009,21.2787,82.1406,37.58,55.97,1.81,49.79,58.0,0.861,50.0,14.27,6.83,0.0,17.67,0,0.152,56,Warning,Generation Drop
EVT-0019903,2025-04-12 12:23:39.561146,North,SUB-029,TR-029007,26.9124,75.7873,42.67,83.19,2.98,50.25,84.0,0.8384,50.0,9.35,1.26,0.0,6.8,0,0.2943,76,High Risk,Frequency Deviation
EVT-0019904,2025-04-22 08:40:08.211128,West,SUB-006,TR-006003,23.0225,72.5799,42.87,61.1,2.36,49.78,64.5,0.9,50.0,10.9,5.08,0.0,8.66,0,0.1588,62,Warning,Generation Drop
EVT-0019905,2025-04-17 23:29:25.292345,South,SUB-009,TR-009008,17.385,78.4867,39.91,23.63,0.91,50.08,25.2,0.9648,39.61,81.77,-27.11,0.0,2.92,0,0.0199,7,Normal,Normal
EVT-0019906,2025-05-24 20:26:49.297735,East,SUB-020,TR-020006,25.5941,82.472,39.71,17.38,0.68,50.1,29.21,0.9868,39.67,13.37,-4.18,0.0,1.29,0,0.0315,11,Normal,Normal
EVT-0019907,2025-06-10 09:12:08.701483,North,SUB-024,TR-024014,26.7461,78.9824,39.46,44.45,1.61,49.91,48.0,0.9163,41.01,-102.79,11.6,0.0,6.91,0,0.0396,30,Low,Temperature Spike
EVT-0019908,2025-05-26 08:43:02.302776,West,SUB-007,TR-007004,18.5204,73.8567,42.86,64.97,2.36,49.75,73.57,0.8483,50.0,37.05,-17.34,0.0,15.72,0,0.2119,69,Warning,Frequency Deviation
EVT-0019909,2025-04-20 18:11:27.740791,West,SUB-019,TR-019016,22.3167,78.03,36.96,46.19,1.54,49.83,58.0,0.9,50.0,-53.7,-11.2,0.0,8.46,0,0.1549,52,Warning,Transformer Fault
EVT-0019910,2025-05-26 03:46:53.713349,West,SUB-007,TR-007007,18.5204,73.8567,40.01,37.83,1.43,49.93,31.96,0.9421,41.96,-40.65,15.46,0.0,2.04,0,0.0139,13,Normal,Normal
EVT-0019911,2025-05-19 13:49:21.169722,East,SUB-020,TR-020018,25.5941,82.472,37.24,83.8,2.19,50.26,90.0,0.7021,56.0,-25.09,-4.97,0.0,27.21,0,0.4035,87,Critical,Overload
EVT-0019912,2025-05-18 09:40:15.919578,Central,SUB-015,TR-015007,25.3948,79.4625,39.0,46.09,1.72,50.03,48.0,0.9558,42.95,-25.78,15.35,0.0,1.1,0,0.0454,29,Normal,Normal
EVT-0019913,2025-06-24 01:11:59.240850,North-East,SUB-027,TR-027008,28.5355,76.2346,42.33,46.84,1.78,49.82,58.0,0.9,50.0,30.94,20.02,0.0,28.22,0,0.1297,55,Warning,Generation Drop
EVT-0019914,2025-06-25 17:37:00.530026,East,SUB-012,TR-012003,23.2599,77.4126,40.57,42.74,1.61,49.99,48.0,0.9274,41.24,1.7,-8.61,0.0,5.53,0,0.0255,27,Normal,Overload
EVT-0019915,2025-06-17 14:47:51.814238,Central,SUB-014,TR-014015,26.8206,80.2701,37.5,59.86,2.12,49.97,66.0,0.9432,44.95,-22.24,26.98,3.68,10.34,0,0.1064,53,Warning,Voltage Fluctuation
EVT-0019916,2025-06-18 23:14:52.930191,West,SUB-005,TR-005004,19.076,72.8777,34.64,83.89,2.02,49.64,85.0,0.6944,63.0,-94.71,27.08,0.0,45.28,0,0.5469,94,Critical,Communication Failure
EVT-0019917,2025-06-22 09:24:06.012701,Central,SUB-028,TR-028017,20.2884,76.2009,36.76,71.25,2.07,50.26,83.68,0.7916,50.0,20.95,63.37,0.0,11.3,0,0.3314,78,High Risk,Frequency Deviation
EVT-0019918,2025-04-22 13:52:34.181742,North,SUB-001,TR-001009,28.6139,77.209,39.02,42.03,1.52,49.96,48.0,0.9283,42.59,-28.04,-4.79,0.0,3.84,0,0.0462,33,Low,Communication Failure
EVT-0019919,2025-05-26 18:50:36.012154,North,SUB-003,TR-003010,32.3246,74.7901,40.21,38.81,1.46,49.94,50.64,0.9379,45.73,-32.99,24.38,0.0,3.32,0,0.0208,32,Low,Overload
EVT-0019920,2025-04-22 20:31:13.576432,North,SUB-024,TR-024007,26.7461,78.9824,39.0,21.78,0.81,50.01,23.8,0.9523,41.35,24.57,28.55,0.0,1.18,0,0.0418,9,Normal,Normal
EVT-0019921,2025-06-06 21:10:07.987821,Central,SUB-016,TR-016010,24.8688,76.6562,35.33,83.09,2.29,50.4,85.0,0.78,63.0,89.72,57.64,40.53,6.93,1,0.6991,100,Critical,Compound Anomaly
EVT-0019922,2025-05-28 20:47:09.947052,Central,SUB-016,TR-016011,24.8688,76.6562,41.0,22.52,0.88,49.97,24.16,0.9493,36.36,-25.77,9.42,0.0,4.67,0,0.0459,7,Normal,Normal
EVT-0019923,2025-04-26 21:20:21.223210,East,SUB-011,TR-011006,22.5726,88.3639,40.63,33.27,1.26,49.93,23.75,0.929,38.0,24.85,1.63,0.0,5.61,0,0.0395,9,Normal,Normal
EVT-0019924,2025-04-28 22:16:54.526388,South,SUB-010,TR-010018,12.9716,77.5946,40.24,25.27,0.95,50.03,20.53,0.9304,39.57,-14.08,-11.78,0.0,1.82,0,0.0153,3,Normal,Normal
EVT-0019925,2025-06-23 23:22:55.835807,North,SUB-024,TR-024001,26.7461,78.9824,39.32,21.55,0.77,50.07,15.0,0.9077,39.88,-14.13,-1.03,0.0,9.86,0,0.0405,9,Normal,Normal
EVT-0019926,2025-05-06 07:33:14.239591,South,SUB-026,TR-026009,17.3618,78.531,36.73,75.33,2.26,50.21,81.46,0.8184,52.69,-127.37,-23.91,0.0,19.93,0,0.2957,77,High Risk,Unexpected Consumption
EVT-0019927,2025-05-28 06:09:43.271003,North,SUB-029,TR-029001,26.9124,75.7873,36.52,88.29,2.5,50.33,87.2,0.7761,63.0,-2.47,-3.97,0.0,25.89,1,0.656,100,Critical,Frequency Deviation
EVT-0019928,2025-06-11 08:43:29.854683,North-East,SUB-027,TR-027016,28.5355,76.2346,40.58,61.65,2.26,49.87,66.0,0.9025,44.0,-21.84,-0.11,0.0,4.31,0,0.0488,45,Low,Power Factor Anomaly
EVT-0019929,2025-05-24 01:09:11.084267,East,SUB-020,TR-020018,25.5941,82.472,43.47,64.85,2.37,50.28,70.0,0.84,56.0,71.55,-29.38,0.0,12.15,0,0.2229,75,High Risk,Frequency Deviation
EVT-0019930,2025-06-12 18:59:31.883841,North,SUB-029,TR-029007,26.9124,75.7873,42.43,57.67,2.11,49.74,58.0,0.8631,50.0,43.05,-9.25,0.0,7.78,0,0.1606,54,Warning,Generation Drop
EVT-0019931,2025-05-29 06:28:17.174151,Central,SUB-016,TR-016012,24.8688,76.6562,42.5,34.11,1.25,49.93,44.14,0.8639,44.0,-88.87,-1.06,0.0,14.32,0,0.1256,38,Low,Unexpected Consumption
EVT-0019932,2025-05-26 12:07:44.326338,South,SUB-022,TR-022007,15.2993,74.124,42.98,82.62,3.02,50.19,84.0,0.8516,51.85,-16.62,-24.4,0.0,13.1,0,0.2893,76,High Risk,Overload
EVT-0019933,2025-05-20 18:20:15.093710,Central,SUB-016,TR-016014,24.8688,76.6562,42.48,68.68,2.45,49.8,70.0,0.84,56.0,16.25,36.54,0.0,48.94,0,0.167,65,Warning,Communication Failure
EVT-0019934,2025-05-01 05:25:15.866033,West,SUB-025,TR-025018,24.4781,73.3114,37.27,48.45,1.46,50.25,58.0,0.8087,50.0,-79.4,-20.82,0.0,11.61,0,0.189,57,Warning,Transformer Fault
